"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"China","CHN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","464.933156978023","477.168708745635","483.717375331655","486.167985783307","527.488337452736","537.174731514959","577.21101059404","617.154901089247","619.043662313404","609.455195748215","597.14671013246","606.830437325878","621.910717182477","651.074958647795","657.759736070939","671.209503276184","694.422359979152","720.341495783521","724.116105126715","769.601524864209","736.887203366372","752.66364174266","788.163387728662","816.196770764534","866.866179762295","881.664174708809","872.34261136951","868.328797325842","876.970192753192","897.492022576956","920.526583305115","972.216999100476","1101.68272310248","1246.88524780915","1366.34738144686","1486.39617489664","1591.57830388843","1626.04808980232","1725.32642300052","1895.95046239566","2023.72470452","2082.18610350339","2134.95604987416","2175.39434497632","2172.63043957296","2147.5478242754","2214.86726749259","2310.14470066159","2403.41507353211","2472.54314843967","2634.35668162948","2690.56034893867","","",
