year,temp_anomaly_c
2008,1.337
2009,1.332
2009,1.359
2009,1.377
2009,1.397
2009,1.246
2009,1.145
2009,1.164
2009,0.994
2009,0.911
2009,0.662
2009,0.646
2009,0.665
2010,0.734
2010,0.777
2010,0.769
2010,0.695
2010,0.897
2010,0.913
2010,0.597
2010,0.664
2010,0.574
2010,0.756
2010,0.752
2010,0.759
2011,0.704
2011,0.701
2011,0.64
2011,0.676
2011,0.714
2011,0.699
2011,0.801
2011,0.625
2011,0.71
2011,0.735
2011,0.801
2011,0.788
2012,0.791
2012,0.779
2012,0.784
2012,0.724
2012,0.533
2012,0.454
2012,0.56
2012,0.684
2012,0.874
2012,0.785
2012,0.779
2012,0.794
2013,0.795
2013,0.843
2013,0.853
2013,0.915
2013,1.017
2013,1.134
2013,1.285
2013,1.202
2013,1.154
2013,1.249
2013,1.185
2013,1.153
2014,1.148
2014,1.034
2014,1.05
2014,1.061
2014,1.078
2014,1.007
2014,1.029
2014,1.203
2014,1.222
2014,1.184
2014,1.228
2014,1.213
2015,1.196
2015,1.245
2015,1.231
2015,1.226
2015,1.254
2015,1.37
2015,1.2
2015,1.096
2015,1.126
2015,1.202
2015,1.164
2015,1.211
2016,1.267
2016,1.334
2016,1.411
2016,1.368
2016,1.28
2016,1.414
2016,1.568
2016,1.707
2016,1.552
2016,1.517
2016,1.581
2016,1.548
2017,1.577
2017,1.52
2017,1.519
2017,1.521
2017,1.552
2017,1.428
2017,1.278
2017,1.104
2017,1.336
2017,1.356
2017,1.354
2017,1.402
2018,1.382
2018,1.432
2018,1.351
2018,1.298
2018,1.334
2018,1.201
2018,1.301
2018,1.351
2018,1.23
2018,1.272
2018,1.203
2018,1.17
2019,1.11
2019,1.096
2019,1.193
2019,1.287
2019,1.317
2019,1.404
2019,1.448
2019,1.561
2019,1.596
2019,1.474
2019,1.561
2019,1.585
2020,1.599
2020,1.602
2020,1.566
2020,1.525
2020,1.521
2020,1.475
2020,
2020,
2020,
2020,
2020,
2020,
